id,first_name,last_name,campus,cursus,gender,region,entry_level,exit_level,entry_date,exit-date
3d86929a-ab08-4de1-86ed-d237f31c975f,Marlo,Burtt,Paris,B.Eng3,homme,France,4,5,2020-07-20,2022-08-09
296937e6-e33a-40fa-86a5-133f1eb6408a,Sarena,Sainsbury-Brown,Paris,B.Eng2,homme,France,4,4,2021-02-09,2022-06-24
f1ff3715-149b-4a93-b246-381807baf9b3,Russell,Mougel,Paris,B.Eng1,homme,France,4,4,2021-03-03,2022-07-16
5e849e5b-7342-4951-bcc8-d16c92027c7f,Papagena,Pendrid,Distanciel,B.Eng1,homme,France,3,4,2017-05-26,2019-06-15
03efe47f-3bc7-4ed1-9cf5-5395387b40fd,Julian,Vedeshkin,Distanciel,B.Eng3,femme,UK,3,5,2017-07-02,2020-03-28
e4229bf8-6bce-4618-b228-72229c7f68c2,Glenn,Monks,Lille,M.Eng1,homme,France,3,3,2019-05-27,2020-10-08
4dff4028-3be7-4b1b-ae72-8495ea9830c0,Alejoa,Van der Brug,Tours,B.Eng2,femme,UK,4,4,2018-01-22,2019-06-06
1ced6392-e559-444f-a662-63e17aa49b7a,Joceline,Reay,Lyon,B.Eng2,femme,UK,2,3,2020-02-19,2022-03-10
fdc9537b-b4cb-480f-8140-0b8a50441124,Willa,Myrick,Lyon,B.Eng1,homme,UK,1,2,2018-10-10,2020-10-29
83c6176e-978e-4886-a259-6159efbf322f,Bertie,Pavlenko,Caen,B.Eng1,homme,France,1,3,2019-10-07,2022-07-03
43c8a144-acc1-4112-969b-cafaf4b90d89,Georgia,Thornebarrow,Caen,B.Eng2,homme,France,1,2,2019-10-18,2021-11-06
50e23b3b-096d-4184-8b99-55d3195bf692,Ellene,Baggarley,Paris,M.Eng2,homme,France,2,3,2021-03-02,2023-03-22
dd7b2c5e-0228-4b18-aeac-90e32065dab7,Ursuline,Cornfoot,Caen,B.Eng1,femme,UK,3,5,2022-02-15,2024-11-11
4d3e9983-213c-4369-a754-bafe4a81e8ac,Joletta,Beechcraft,Paris,B.Eng2,femme,UK,2,3,2018-06-28,2020-07-17
9e6fd7f7-421f-466b-b357-28cd7ff5cb95,Marybelle,Kepling,Paris,B.Eng1,homme,UK,4,5,2020-08-17,2022-09-06
a5190226-87c8-421e-9d2d-2da0ea8d6cdf,Lesya,Moppett,Rennes,M.Eng2,homme,France,2,5,2019-09-08,2023-02-09
cc72e008-a562-4318-8184-d21129320fb2,Beryle,Cleave,Lille,M.Eng1,femme,UK,3,3,2020-04-25,2021-09-07
322735be-c82a-4aaa-a8d7-30ae3b937bf2,Christoforo,Sooley,Tours,B.Eng3,homme,France,3,3,2021-01-19,2022-06-03
867a82af-37ca-436a-8d7a-9f40ece680ea,Minne,Godlip,Distanciel,B.Eng3,femme,UK,1,3,2020-05-18,2023-02-12
0f423be6-b1d5-4d83-b6b4-30297f2ecd63,De witt,Shawcross,Rennes,B.Eng2,femme,UK,3,5,2019-04-02,2021-12-27
cb5aef61-d4fe-4dbb-8a69-63373f507536,Sheilah,Seal,Distanciel,B.Eng1,femme,France,1,4,2022-08-10,2026-01-11
79bb88d9-4a48-4ac5-a0b9-2c6205c2328e,Jaime,Pedwell,Lille,B.Eng3,femme,France,3,5,2022-01-05,2024-10-01
05c0da6c-6217-4cf2-9571-c41f526f99e9,Adria,Olekhov,Tours,M.Eng1,homme,France,2,4,2022-05-26,2025-02-19
5f1611b1-d32f-485c-9e0c-5e6f4c2f6733,Pietrek,Aldersea,Distanciel,B.Eng1,homme,UK,3,4,2019-07-09,2021-07-28
5bba7890-6dcb-477f-af05-b8d749364a0d,Cecily,Rawling,Rennes,B.Eng1,femme,UK,2,2,2020-12-05,2022-04-19
3e770baf-a495-4847-9a26-25fb1b8d976d,Prentiss,Hatto,Lyon,B.Eng1,homme,France,4,4,2022-11-08,2024-03-22
4ac53896-163b-4ec3-b8bd-e297928ad380,Fina,Abell,Rennes,B.Eng3,femme,UK,1,5,2017-07-12,2021-08-20
91ebb98a-970b-4ee7-8413-5328353221c4,Guy,Leftridge,Rennes,M.Eng1,femme,UK,2,5,2021-11-01,2025-04-04
50657d64-1c5e-4eb5-b441-6b4691e78e63,Fina,Rosen,Tours,B.Eng2,femme,UK,1,4,2022-12-27,2026-05-30
56f8066c-207a-476c-835d-cb48ebfd2417,Davey,Dressel,Distanciel,M.Eng2,homme,UK,3,4,2021-09-12,2023-10-02
84ffdc44-fe6c-43a5-8691-e0070367dc2a,Elvina,Reeks,Paris,B.Eng2,homme,UK,1,2,2019-06-28,2021-07-17
d1b2a938-35fa-441f-8174-ac2b73c8122e,Iolanthe,Benford,Lyon,B.Eng2,homme,UK,4,4,2019-08-24,2021-01-05
4148a5d3-50a8-4a0f-af99-18380487e3d7,Saundra,Arunowicz,Paris,B.Eng2,homme,France,3,3,2020-12-23,2022-05-07
f598554f-29a3-4793-977a-420bcb3dca6a,Chilton,Burtenshaw,Lyon,B.Eng1,femme,UK,1,2,2019-12-06,2021-12-25
510cab1d-2e5a-4156-bde8-3bfd064dc8e0,Sandye,Cristofori,Distanciel,B.Eng2,homme,France,1,5,2019-10-16,2023-11-24
bd450912-e0c0-40d2-a011-1ca29c1bea6b,Xaviera,Priddie,Lyon,B.Eng3,homme,UK,1,1,2019-10-24,2021-03-07
cd911f7e-cceb-4d20-ba2c-e53c6d523c86,Jacques,Stoak,Lille,B.Eng2,femme,UK,4,4,2020-02-17,2021-07-01
667bdd93-5b7c-4f2e-b6ab-d2342c43afe2,Lizette,Farra,Tours,M.Eng1,homme,France,4,5,2017-03-27,2019-04-16
0411a287-6b21-4141-98ad-1f2c7d8316c5,Marie-ann,Grinter,Lille,B.Eng3,homme,France,3,5,2021-03-21,2023-12-16
263bf8aa-486a-4982-af30-4e6f681aaf66,Meade,Cleare,Distanciel,M.Eng2,homme,France,2,3,2020-08-09,2022-08-29
5ac729d2-60a4-422c-b9a3-74e0a075b8b4,Karilynn,Lorey,Paris,M.Eng2,femme,UK,1,3,2022-11-22,2025-08-18
69bad496-c1ad-4b48-afdb-1ae71a69537a,Yvon,Brand,Rennes,M.Eng2,homme,France,4,5,2017-12-28,2020-01-17
f766d489-ff65-4396-9b2b-d04df5ba4468,Corinna,Sorrell,Paris,M.Eng1,femme,UK,3,5,2021-11-04,2024-07-31
25cca2e0-85cc-4546-9064-f2c3d06add18,Tally,Grayshon,Paris,B.Eng2,femme,UK,3,3,2017-08-23,2019-01-05
db9ffeb4-0691-4c20-9915-06f65f0e2c50,Mirabel,Milhench,Lyon,M.Eng1,femme,UK,1,2,2019-10-11,2021-10-30
00bcb22c-835d-44c2-a998-417cc7cdeb9c,Nikolaos,Bayles,Rennes,M.Eng1,homme,France,1,5,2018-02-28,2022-04-08
ea6cbe85-b270-4049-8f44-9b3fdbd327c6,Norby,Perring,Tours,M.Eng1,femme,UK,1,4,2017-05-08,2020-10-09
d51f4fa6-0d12-4a3e-958d-13d2f582fb51,Annmaria,Tomasi,Lyon,B.Eng2,femme,France,3,3,2020-04-09,2021-08-22
bff8aeb3-6f05-4440-9ba2-c46584984443,Brinna,Rae,Lyon,B.Eng2,homme,France,4,4,2022-09-29,2024-02-11
03dccd50-cabf-4387-9560-6c2f3f9c246b,Heywood,Fowlston,Paris,M.Eng1,homme,France,3,3,2018-05-08,2019-09-20
0b9ccd8e-65a1-4414-ab26-52675b3b7174,Lucas,Gofford,Tours,B.Eng1,femme,France,2,5,2019-12-26,2023-05-29
46472f35-1eff-4185-ba02-2105088be881,Aggi,Mays,Paris,M.Eng2,femme,UK,2,3,2017-12-26,2020-01-15
0e593084-462c-4341-a005-d9ae260bc067,Ronnie,Coraini,Lille,M.Eng1,femme,UK,1,4,2019-01-28,2022-07-01
db9a27b7-6325-400a-8a59-e6694997cb99,Matthiew,Gilvary,Paris,M.Eng1,femme,France,1,3,2019-01-28,2021-10-24
90d8d2f5-6be6-4cdc-81be-15843af81a80,Guillema,Croxley,Caen,M.Eng1,femme,UK,4,5,2022-10-02,2024-10-21
e720313d-3274-47fd-9392-6d0e45e414ff,Ariela,Rego,Distanciel,B.Eng1,homme,France,1,4,2022-07-17,2025-12-18
ddd19ea9-bd8c-4cd9-909e-1078ea7db034,Hermia,Rennison,Paris,B.Eng2,homme,France,2,3,2017-05-08,2019-05-28
9e69e4bf-3218-436a-9ddc-1ba4e7e0e9a3,Leola,Glendenning,Tours,M.Eng1,homme,UK,1,2,2020-05-06,2022-05-26
c72a7f25-bfc4-4f2d-9f15-6f62d2bc6276,Janette,Snar,Caen,B.Eng3,homme,France,4,5,2017-08-15,2019-09-04
b705cedb-faca-47f5-a262-0ceddd2a40d6,Valle,Puvia,Paris,B.Eng2,femme,UK,1,1,2020-03-19,2021-08-01
753d664f-fced-4000-a11f-94779d577727,Cosetta,Morten,Caen,M.Eng2,homme,France,3,4,2020-10-30,2022-11-19
20f58f4d-4b55-4f05-b18a-966a23ec8c2c,Ernesto,Blumsom,Caen,B.Eng3,femme,UK,2,3,2018-07-15,2020-08-03
cd2ba93f-0048-40d5-99ab-452fb9c22c0a,Neala,Nassy,Caen,M.Eng2,femme,France,4,5,2021-09-24,2023-10-14
7b814d8e-c057-46de-a15d-dca77bf6438e,Adrien,Cruddace,Lille,M.Eng1,femme,France,4,4,2019-10-10,2021-02-21
065fd7a8-1030-46fa-ac2e-cb48664cc038,Rancell,Messam,Paris,B.Eng2,homme,UK,1,2,2021-02-05,2023-02-25
31cce666-ee6d-49f6-a40d-a0124b54163f,Umberto,Metheringham,Lyon,B.Eng1,femme,UK,3,5,2021-05-11,2024-02-05
5904819b-80cf-46db-9a7a-829ab43ade35,Del,Perigeaux,Tours,B.Eng2,homme,UK,1,2,2020-03-11,2022-03-31
d9b971ac-be4d-46e7-b7c4-a012e3d65866,Franciskus,Penton,Tours,B.Eng3,homme,France,2,5,2022-08-29,2026-01-30
d75d1b4a-f462-4b3d-8d8d-f7e8e7234fa4,Anna-diana,Willson,Rennes,B.Eng2,femme,UK,1,2,2018-11-06,2020-11-25
2b6eab82-7587-4bee-9d20-26590cec0350,Parrnell,Buffery,Tours,B.Eng3,femme,UK,1,2,2019-10-14,2021-11-02
3bae2647-e029-409d-92bd-8128e395c937,Teador,Perfect,Distanciel,B.Eng3,homme,UK,4,4,2018-09-03,2020-01-16
66fcfb5f-845b-43bd-a1a9-331e60737708,Hewie,Manning,Lille,B.Eng2,homme,UK,3,3,2020-08-19,2022-01-01
b77d0c5b-f73a-41b7-a1b4-76b7a39418da,Ki,Skitral,Rennes,B.Eng3,femme,UK,1,2,2017-07-19,2019-08-08
dcdf8c8e-deb6-4ca5-99dc-f749a37e615c,Putnem,Malham,Distanciel,B.Eng1,homme,France,2,2,2021-10-13,2023-02-25
d1494d27-a4f2-4923-99b3-48b436100b85,Philippe,Tratton,Lyon,M.Eng1,femme,France,3,5,2022-04-16,2025-01-10
ebce8812-3fd1-48f8-8293-01ccb68ac793,Arv,Tym,Caen,B.Eng3,femme,France,3,3,2019-08-11,2020-12-23
0510ce27-aa19-4d3f-b24f-bbdb409ec94f,Bartolemo,Fitzsymons,Paris,B.Eng1,homme,UK,2,5,2019-05-01,2022-10-02
ae834c34-3a98-4c73-a7da-f712ea759faf,Sean,Juorio,Distanciel,B.Eng2,homme,France,3,3,2022-05-11,2023-09-23
ef53e788-4c1c-4fc9-9bbf-06b6d2dad782,Addi,Sorey,Tours,M.Eng1,homme,France,4,4,2021-08-19,2023-01-01
9d6d9615-9c5d-411e-b815-adda07d77d0a,Carri,Senior,Paris,B.Eng3,homme,UK,2,4,2022-10-18,2025-07-14
ff88ded8-b581-4957-bbff-f8ec755dd309,Renie,Batrip,Lille,B.Eng1,femme,France,1,5,2019-08-19,2023-09-27
93b968bf-17c7-42dc-8c99-224514d48dab,Hildagard,Chamberlen,Rennes,M.Eng1,femme,UK,3,3,2019-10-20,2021-03-03
28a21846-fccb-4970-9787-0edfd6e60af5,Florella,Park,Tours,M.Eng1,femme,France,1,1,2021-12-06,2023-04-20
9de1c0f0-daeb-4432-89e9-c7d4c7ef9f56,Urban,Tembridge,Lille,M.Eng2,homme,UK,1,5,2019-01-17,2023-02-25
f7c86350-6275-46df-9f0d-9d0be8e0009a,Kahlil,Wooldridge,Lille,M.Eng1,homme,France,3,5,2022-05-31,2025-02-24
0c0c8abe-bf91-42c5-83b0-45b5a30f8bcd,Amil,Grenfell,Lyon,B.Eng3,femme,UK,4,4,2019-12-10,2021-04-23
ca7a5c98-f761-4b55-a7ee-767da5975ef0,Georgine,Folomkin,Rennes,B.Eng1,femme,UK,3,5,2022-06-23,2025-03-19
233412e8-328c-4c48-95e1-6eb7ca422133,Kelsey,Klulisek,Tours,B.Eng1,femme,France,4,4,2017-08-24,2019-01-06
f147fe13-f9a2-474d-948e-af432b76e27c,Dee dee,Allon,Paris,M.Eng2,femme,UK,4,4,2021-08-20,2023-01-02
325efc36-b92b-4707-b44a-d034a91f5297,Roley,Byas,Lille,M.Eng2,homme,UK,2,2,2022-01-04,2023-05-19
